cell_lat,cell_lon,total,weekly_avg
-5.0,85.0,26,0.00967467573889007
-5.0,90.0,11,0.004093132043376568
-5.0,95.0,271,0.10083988943227727
-5.0,100.0,702,0.2612162449500319
-5.0,105.0,5,0.0018605145651711672
-5.0,115.0,79,0.02939613012970444
-5.0,120.0,480,0.17860939825643204
-5.0,125.0,704,0.26196045077610036
-5.0,130.0,512,0.19051669147352754
-5.0,135.0,790,0.29396130129704445
-5.0,140.0,515,0.19163300021263022
-5.0,145.0,435,0.16186476716989154
-5.0,150.0,841,0.3129385498617903
-5.0,155.0,3,0.0011163087391027004
-5.0,175.0,88,0.032745056347012545
0.0,-165.0,1,0.0003721029130342335
0.0,-145.0,1,0.0003721029130342335
0.0,-105.0,25,0.009302572825855837
0.0,-100.0,39,0.014512013608335105
0.0,-95.0,31,0.011535190304061237
0.0,-90.0,58,0.02158196895598554
0.0,-85.0,94,0.03497767382521794
0.0,-80.0,173,0.06437380395492238
0.0,-75.0,25,0.009302572825855837
0.0,-60.0,1,0.0003721029130342335
0.0,-55.0,1,0.0003721029130342335
0.0,-50.0,1,0.0003721029130342335
0.0,-35.0,78,0.02902402721667021
0.0,-30.0,146,0.054327025302998086
0.0,-25.0,3,0.0011163087391027004
0.0,-20.0,28,0.010418881564958536
0.0,5.0,1,0.0003721029130342335
0.0,15.0,5,0.0018605145651711672
0.0,25.0,2,0.000744205826068467
0.0,30.0,17,0.006325749521581969
0.0,35.0,4,0.001488411652136934
0.0,60.0,57,0.021209866042951307
0.0,65.0,54,0.020093557303848607
0.0,70.0,2,0.000744205826068467
0.0,80.0,3,0.0011163087391027004
0.0,85.0,15,0.005581543695513501
0.0,90.0,202,0.07516478843291516
0.0,95.0,749,0.27870508186264087
0.0,100.0,11,0.004093132043376568
0.0,110.0,2,0.000744205826068467
0.0,115.0,50,0.018605145651711674
0.0,120.0,604,0.224750159472677
0.0,125.0,2432,0.9049542844992557
0.0,130.0,26,0.00967467573889007
0.0,135.0,2,0.000744205826068467
0.0,140.0,2,0.000744205826068467
0.0,145.0,15,0.005581543695513501
0.0,150.0,1,0.0003721029130342335
0.0,165.0,2,0.000744205826068467
0.0,170.0,1,0.0003721029130342335
5.0,-115.0,1,0.0003721029130342335
5.0,-105.0,72,0.02679140973846481
5.0,-100.0,1,0.0003721029130342335
5.0,-90.0,11,0.004093132043376568
5.0,-85.0,375,0.13953859238783756
5.0,-80.0,198,0.07367637678077822
5.0,-75.0,162,0.06028067191154582
5.0,-70.0,5,0.0018605145651711672
5.0,-65.0,3,0.0011163087391027004
5.0,-60.0,2,0.000744205826068467
5.0,-45.0,14,0.005209440782479268
5.0,-40.0,98,0.03646608547735488
5.0,-35.0,52,0.01934935147778014
5.0,30.0,14,0.005209440782479268
5.0,35.0,16,0.005953646608547736
5.0,40.0,16,0.005953646608547736
5.0,55.0,45,0.016744631086540507
5.0,60.0,49,0.01823304273867744
5.0,75.0,1,0.0003721029130342335
5.0,80.0,1,0.0003721029130342335
